Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region,Gas Price,CPI
2024-04-14,3,Product_3,128,11.27,0.0,1442.1,USA,3.591,313.016
2024-04-14,4,Product_4,124,10.95,10.0,1217.3,USA,3.591,313.016
2024-04-14,5,Product_5,143,10.93,0.0,1559.55,USA,3.591,313.016
2024-04-14,6,Product_6,90,11.42,0.0,1030.58,USA,3.591,313.016
2024-04-14,7,Product_7,137,10.79,0.0,1481.46,USA,3.591,313.016
2024-04-14,8,Product_8,120,10.37,10.0,1122.5,USA,3.591,313.016
2024-04-14,9,Product_9,130,11.15,0.0,1449.25,USA,3.591,313.016
2024-04-14,10,Product_10,156,11.98,0.0,1864.16,USA,3.591,313.016
2024-04-14,11,Product_11,146,10.06,20.0,1178.98,USA,3.591,313.016
2024-04-14,12,Product_12,169,11.81,0.0,2001.59,USA,3.591,313.016
2024-04-14,13,Product_13,139,11.26,0.0,1567.0,USA,3.591,313.016
2024-04-14,14,Product_14,162,11.59,0.0,1873.37,USA,3.591,313.016
2024-04-14,15,Product_15,153,11.83,0.0,1805.16,USA,3.591,313.016
2024-04-14,16,Product_16,120,10.09,0.0,1211.96,USA,3.591,313.016
2024-04-14,17,Product_17,107,10.38,0.0,1113.01,USA,3.591,313.016
2024-04-14,18,Product_18,120,10.01,0.0,1203.73,USA,3.591,313.016
2024-04-14,19,Product_19,108,11.27,0.0,1218.24,USA,3.591,313.016
2024-04-14,20,Product_20,138,11.62,0.0,1604.65,USA,3.591,313.016
2024-04-14,21,Product_21,107,11.16,0.0,1194.09,USA,3.591,313.016
2024-04-14,22,Product_22,149,10.76,0.0,1603.6,USA,3.591,313.016
2024-04-14,23,Product_23,145,11.01,0.0,1598.6,USA,3.591,313.016
2024-04-14,24,Product_24,89,11.31,0.0,1002.52,USA,3.591,313.016
2024-04-14,25,Product_25,116,10.7,0.0,1244.83,USA,3.591,313.016
2024-04-14,26,Product_26,143,11.01,20.0,1263.54,USA,3.591,313.016
2024-04-14,27,Product_27,105,11.15,0.0,1176.08,USA,3.591,313.016
2024-04-14,28,Product_28,112,10.27,0.0,1149.0,USA,3.591,313.016
2024-04-14,29,Product_29,149,10.97,0.0,1632.03,USA,3.591,313.016
2024-04-14,30,Product_30,134,11.81,20.0,1265.3,USA,3.591,313.016
2024-04-14,31,Product_31,115,11.79,0.0,1357.29,USA,3.591,313.016
2024-04-14,32,Product_32,127,11.58,20.0,1177.78,USA,3.591,313.016
2024-04-14,33,Product_33,142,11.06,0.0,1576.04,USA,3.591,313.016
2024-04-14,34,Product_34,148,11.37,0.0,1680.93,USA,3.591,313.016
2024-04-14,35,Product_35,115,11.82,0.0,1364.07,USA,3.591,313.016
2024-04-14,36,Product_36,138,11.28,0.0,1560.04,USA,3.591,313.016
2024-04-14,37,Product_37,147,10.11,0.0,1485.41,USA,3.591,313.016
2024-04-14,38,Product_38,122,10.85,10.0,1189.25,USA,3.591,313.016
2024-04-14,39,Product_39,107,10.96,0.0,1176.88,USA,3.591,313.016
2024-04-14,40,Product_40,113,11.85,0.0,1342.88,USA,3.591,313.016
2024-04-14,41,Product_41,144,10.82,0.0,1556.96,USA,3.591,313.016
2024-04-14,42,Product_42,125,10.33,0.0,1290.7,USA,3.591,313.016
2024-04-14,43,Product_43,185,11.36,20.0,1677.25,USA,3.591,313.016
2024-04-14,44,Product_44,125,11.58,0.0,1448.75,USA,3.591,313.016
2024-04-14,45,Product_45,101,10.08,10.0,911.76,USA,3.591,313.016
2024-04-14,46,Product_46,124,10.9,20.0,1083.62,USA,3.591,313.016
2024-04-14,47,Product_47,112,10.5,0.0,1177.64,USA,3.591,313.016
2024-04-14,48,Product_48,151,10.44,0.0,1578.06,USA,3.591,313.016
2024-04-14,49,Product_49,119,10.75,10.0,1153.11,USA,3.591,313.016
2024-04-14,50,Product_50,91,10.02,10.0,819.05,USA,3.591,313.016
2024-04-21,1,Product_1,179,11.22,0.0,2013.06,USA,3.628,313.016
2024-04-21,2,Product_2,110,10.79,10.0,1072.64,USA,3.628,313.016
2024-04-21,3,Product_3,148,10.65,10.0,1421.89,USA,3.628,313.016
2024-04-21,4,Product_4,129,10.52,0.0,1352.41,USA,3.628,313.016
2024-04-21,5,Product_5,121,10.95,0.0,1327.07,USA,3.628,313.016
2024-04-21,6,Product_6,72,11.48,0.0,832.01,USA,3.628,313.016
2024-04-21,7,Product_7,149,11.7,10.0,1566.32,USA,3.628,313.016
2024-04-21,8,Product_8,113,11.23,0.0,1266.21,USA,3.628,313.016
2024-04-21,9,Product_9,124,11.31,20.0,1119.47,USA,3.628,313.016
2024-04-21,10,Product_10,140,10.18,0.0,1425.72,USA,3.628,313.016
2024-04-21,11,Product_11,88,10.04,20.0,706.29,USA,3.628,313.016
2024-04-21,12,Product_12,163,11.95,0.0,1944.95,USA,3.628,313.016
2024-04-21,13,Product_13,173,10.63,0.0,1834.5,USA,3.628,313.016
2024-04-21,14,Product_14,149,11.61,0.0,1725.77,USA,3.628,313.016
2024-04-21,15,Product_15,109,10.23,0.0,1113.01,USA,3.628,313.016
2024-04-21,16,Product_16,110,11.38,0.0,1255.08,USA,3.628,313.016
2024-04-21,17,Product_17,115,11.97,0.0,1374.22,USA,3.628,313.016
2024-04-21,18,Product_18,145,10.51,0.0,1519.51,USA,3.628,313.016
2024-04-21,19,Product_19,112,11.97,0.0,1337.51,USA,3.628,313.016
2024-04-21,20,Product_20,149,11.44,0.0,1708.11,USA,3.628,313.016
2024-04-21,21,Product_21,93,11.21,0.0,1043.02,USA,3.628,313.016
2024-04-21,22,Product_22,121,10.66,0.0,1288.03,USA,3.628,313.016
2024-04-21,23,Product_23,113,10.59,0.0,1197.87,USA,3.628,313.016
2024-04-21,24,Product_24,109,10.63,10.0,1046.26,USA,3.628,313.016
2024-04-21,25,Product_25,109,10.64,0.0,1154.71,USA,3.628,313.016
2024-04-21,26,Product_26,172,10.69,0.0,1840.21,USA,3.628,313.016
2024-04-21,27,Product_27,120,10.33,0.0,1237.35,USA,3.628,313.016
2024-04-21,28,Product_28,97,11.84,0.0,1152.55,USA,3.628,313.016
2024-04-21,29,Product_29,173,10.74,0.0,1858.04,USA,3.628,313.016
2024-04-21,30,Product_30,113,11.9,0.0,1349.24,USA,3.628,313.016
2024-04-21,31,Product_31,151,11.51,0.0,1736.04,USA,3.628,313.016
2024-04-21,32,Product_32,167,11.18,10.0,1685.08,USA,3.628,313.016
2024-04-21,33,Product_33,106,11.14,0.0,1185.32,USA,3.628,313.016
2024-04-21,34,Product_34,137,10.47,0.0,1436.45,USA,3.628,313.016
2024-04-21,35,Product_35,92,11.87,0.0,1095.38,USA,3.628,313.016
2024-04-21,36,Product_36,125,11.74,0.0,1469.5,USA,3.628,313.016
2024-04-21,37,Product_37,124,11.86,0.0,1473.61,USA,3.628,313.016
2024-04-21,38,Product_38,166,11.37,0.0,1886.97,USA,3.628,313.016
2024-04-21,39,Product_39,69,10.58,0.0,734.61,USA,3.628,313.016
2024-04-21,40,Product_40,164,10.57,0.0,1729.22,USA,3.628,313.016
2024-04-21,41,Product_41,73,11.1,0.0,810.97,USA,3.628,313.016
2024-04-21,42,Product_42,130,11.59,20.0,1201.6,USA,3.628,313.016
2024-04-21,43,Product_43,119,10.44,10.0,1116.17,USA,3.628,313.016
2024-04-21,44,Product_44,144,10.04,20.0,1159.1,USA,3.628,313.016
2024-04-21,45,Product_45,121,11.26,20.0,1093.02,USA,3.628,313.016
2024-04-21,46,Product_46,126,10.86,10.0,1228.31,USA,3.628,313.016
2024-04-21,47,Product_47,132,11.78,0.0,1555.34,USA,3.628,313.016
2024-04-21,48,Product_48,169,11.85,10.0,1797.53,USA,3.628,313.016
2024-04-21,49,Product_49,135,10.79,0.0,1457.4,USA,3.628,313.016
2024-04-21,50,Product_50,129,10.71,0.0,1381.44,USA,3.628,313.016
2024-04-28,1,Product_1,107,11.02,0.0,1183.93,USA,3.668,313.016
2024-04-28,2,Product_2,165,10.86,20.0,1432.31,USA,3.668,313.016
2024-04-28,3,Product_3,143,10.03,0.0,1430.18,USA,3.668,313.016
2024-04-28,4,Product_4,138,10.89,0.0,1507.97,USA,3.668,313.016
2024-04-28,5,Product_5,118,11.83,10.0,1254.08,USA,3.668,313.016
2024-04-28,6,Product_6,74,11.59,0.0,855.51,USA,3.668,313.016
2024-04-28,7,Product_7,103,11.85,0.0,1220.5,USA,3.668,313.016
2024-04-28,8,Product_8,121,11.86,0.0,1429.28,USA,3.668,313.016
2024-04-28,9,Product_9,131,10.21,10.0,1206.68,USA,3.668,313.016
2024-04-28,10,Product_10,108,10.52,0.0,1133.77,USA,3.668,313.016
2024-04-28,11,Product_11,118,10.62,0.0,1257.18,USA,3.668,313.016
2024-04-28,12,Product_12,72,11.93,0.0,859.26,USA,3.668,313.016
2024-04-28,13,Product_13,162,11.93,0.0,1932.32,USA,3.668,313.016
2024-04-28,14,Product_14,154,10.07,0.0,1552.45,USA,3.668,313.016
2024-04-28,15,Product_15,110,10.89,0.0,1200.43,USA,3.668,313.016
2024-04-28,16,Product_16,150,11.95,10.0,1612.46,USA,3.668,313.016
2024-04-28,17,Product_17,113,10.64,10.0,1079.61,USA,3.668,313.016
2024-04-28,18,Product_18,148,11.21,0.0,1653.93,USA,3.668,313.016
2024-04-28,19,Product_19,135,10.77,0.0,1450.01,USA,3.668,313.016
2024-04-28,20,Product_20,112,10.05,10.0,1011.35,USA,3.668,313.016
2024-04-28,21,Product_21,113,10.8,0.0,1219.54,USA,3.668,313.016
2024-04-28,22,Product_22,142,10.37,0.0,1467.37,USA,3.668,313.016
2024-04-28,23,Product_23,125,10.38,0.0,1300.99,USA,3.668,313.016
2024-04-28,24,Product_24,143,10.86,0.0,1553.49,USA,3.668,313.016
2024-04-28,25,Product_25,100,10.9,0.0,1094.14,USA,3.668,313.016
2024-04-28,26,Product_26,139,10.22,10.0,1280.99,USA,3.668,313.016
2024-04-28,27,Product_27,130,10.15,0.0,1318.91,USA,3.668,313.016
2024-04-28,28,Product_28,107,11.76,0.0,1261.71,USA,3.668,313.016
2024-04-28,29,Product_29,93,11.81,0.0,1102.83,USA,3.668,313.016
2024-04-28,30,Product_30,128,11.99,0.0,1530.2,USA,3.668,313.016
2024-04-28,31,Product_31,87,10.69,0.0,928.69,USA,3.668,313.016
2024-04-28,32,Product_32,167,11.49,10.0,1725.73,USA,3.668,313.016
2024-04-28,33,Product_33,133,10.55,0.0,1407.99,USA,3.668,313.016
2024-04-28,34,Product_34,136,11.45,0.0,1551.73,USA,3.668,313.016
2024-04-28,35,Product_35,126,10.36,0.0,1309.99,USA,3.668,313.016
2024-04-28,36,Product_36,101,11.03,0.0,1111.13,USA,3.668,313.016
2024-04-28,37,Product_37,111,10.74,10.0,1073.79,USA,3.668,313.016
2024-04-28,38,Product_38,156,10.09,20.0,1256.7,USA,3.668,313.016
2024-04-28,39,Product_39,112,10.56,20.0,942.24,USA,3.668,313.016
2024-04-28,40,Product_40,103,10.1,0.0,1036.6,USA,3.668,313.016
2024-04-28,41,Product_41,126,10.39,0.0,1305.4,USA,3.668,313.016
2024-04-28,42,Product_42,141,11.97,10.0,1522.51,USA,3.668,313.016
2024-04-28,43,Product_43,95,10.77,10.0,917.06,USA,3.668,313.016
2024-04-28,44,Product_44,130,11.28,20.0,1170.94,USA,3.668,313.016
2024-04-28,45,Product_45,99,11.34,0.0,1127.67,USA,3.668,313.016
2024-04-28,46,Product_46,134,11.21,0.0,1497.72,USA,3.668,313.016
2024-04-28,47,Product_47,135,10.59,0.0,1431.69,USA,3.668,313.016
2024-04-28,48,Product_48,72,11.05,0.0,790.09,USA,3.668,313.016
2024-04-28,49,Product_49,114,10.72,0.0,1227.31,USA,3.668,313.016
2024-04-28,50,Product_50,100,11.55,0.0,1157.56,USA,3.668,313.016
2024-05-05,1,Product_1,109,11.66,0.0,1276.07,USA,3.653,313.14
2024-05-05,2,Product_2,133,10.78,10.0,1291.53,USA,3.653,313.14
2024-05-05,3,Product_3,96,10.19,10.0,876.51,USA,3.653,313.14
2024-05-05,4,Product_4,136,11.99,0.0,1631.09,USA,3.653,313.14
2024-05-05,5,Product_5,124,10.77,0.0,1334.01,USA,3.653,313.14
2024-05-05,6,Product_6,135,10.43,10.0,1270.06,USA,3.653,313.14
2024-05-05,7,Product_7,93,10.49,10.0,875.4,USA,3.653,313.14
2024-05-05,8,Product_8,136,10.6,0.0,1444.82,USA,3.653,313.14
2024-05-05,9,Product_9,156,11.49,10.0,1616.47,USA,3.653,313.14
2024-05-05,10,Product_10,123,10.66,0.0,1314.44,USA,3.653,313.14
2024-05-05,11,Product_11,102,10.26,0.0,1049.37,USA,3.653,313.14
2024-05-05,12,Product_12,133,11.97,20.0,1273.81,USA,3.653,313.14
2024-05-05,13,Product_13,98,10.07,20.0,788.36,USA,3.653,313.14
2024-05-05,14,Product_14,110,10.33,10.0,1019.75,USA,3.653,313.14
2024-05-05,15,Product_15,98,10.89,10.0,956.83,USA,3.653,313.14
2024-05-05,16,Product_16,129,10.38,20.0,1073.41,USA,3.653,313.14
2024-05-05,17,Product_17,119,11.42,10.0,1224.55,USA,3.653,313.14
2024-05-05,18,Product_18,113,11.73,0.0,1320.73,USA,3.653,313.14
2024-05-05,19,Product_19,138,10.89,0.0,1504.72,USA,3.653,313.14
2024-05-05,20,Product_20,108,11.19,20.0,969.0,USA,3.653,313.14
2024-05-05,21,Product_21,166,11.8,0.0,1956.01,USA,3.653,313.14
2024-05-05,22,Product_22,156,10.64,10.0,1492.1,USA,3.653,313.14
2024-05-05,23,Product_23,100,11.23,0.0,1122.73,USA,3.653,313.14
2024-05-05,24,Product_24,135,11.51,0.0,1554.07,USA,3.653,313.14
2024-05-05,25,Product_25,184,10.88,20.0,1604.23,USA,3.653,313.14
2024-05-05,26,Product_26,136,11.37,10.0,1395.12,USA,3.653,313.14
2024-05-05,27,Product_27,153,11.7,10.0,1607.43,USA,3.653,313.14
2024-05-05,28,Product_28,113,11.16,0.0,1257.14,USA,3.653,313.14
2024-05-05,29,Product_29,111,11.53,0.0,1277.41,USA,3.653,313.14
2024-05-05,30,Product_30,133,11.95,0.0,1583.78,USA,3.653,313.14
2024-05-05,31,Product_31,145,11.89,0.0,1722.54,USA,3.653,313.14
2024-05-05,32,Product_32,60,11.32,0.0,683.52,USA,3.653,313.14
2024-05-05,33,Product_33,110,10.5,20.0,927.89,USA,3.653,313.14
2024-05-05,34,Product_34,145,11.7,0.0,1692.03,USA,3.653,313.14
2024-05-05,35,Product_35,99,11.01,0.0,1086.25,USA,3.653,313.14
2024-05-05,36,Product_36,106,10.35,10.0,989.66,USA,3.653,313.14
2024-05-05,37,Product_37,139,11.58,10.0,1449.7,USA,3.653,313.14
2024-05-05,38,Product_38,100,11.0,0.0,1096.27,USA,3.653,313.14
2024-05-05,39,Product_39,133,11.79,0.0,1566.76,USA,3.653,313.14
2024-05-05,40,Product_40,82,11.81,20.0,770.19,USA,3.653,313.14
2024-05-05,41,Product_41,141,11.27,10.0,1429.94,USA,3.653,313.14
2024-05-05,42,Product_42,127,11.89,0.0,1511.46,USA,3.653,313.14
2024-05-05,43,Product_43,115,10.23,0.0,1176.8,USA,3.653,313.14
2024-05-05,44,Product_44,96,10.5,10.0,908.61,USA,3.653,313.14
2024-05-05,45,Product_45,85,10.48,0.0,888.89,USA,3.653,313.14
2024-05-05,46,Product_46,124,11.25,20.0,1116.36,USA,3.653,313.14
2024-05-05,47,Product_47,133,10.67,0.0,1420.3,USA,3.653,313.14
2024-05-05,48,Product_48,110,11.7,0.0,1282.74,USA,3.653,313.14
2024-05-05,49,Product_49,166,10.29,0.0,1708.75,USA,3.653,313.14
2024-05-05,50,Product_50,174,11.77,0.0,2046.72,USA,3.653,313.14
2024-05-12,1,Product_1,170,10.04,0.0,1704.29,USA,3.643,313.14
2024-05-12,2,Product_2,133,10.35,10.0,1236.86,USA,3.643,313.14
2024-05-12,3,Product_3,130,10.82,0.0,1409.35,USA,3.643,313.14
2024-05-12,4,Product_4,121,10.02,10.0,1089.05,USA,3.643,313.14
2024-05-12,5,Product_5,153,10.72,0.0,1638.23,USA,3.643,313.14
2024-05-12,6,Product_6,92,10.5,20.0,776.32,USA,3.643,313.14
2024-05-12,7,Product_7,90,10.73,0.0,961.6,USA,3.643,313.14
2024-05-12,8,Product_8,123,11.46,0.0,1409.77,USA,3.643,313.14
2024-05-12,9,Product_9,103,10.91,10.0,1011.25,USA,3.643,313.14
2024-05-12,10,Product_10,91,10.55,0.0,960.83,USA,3.643,313.14
2024-05-12,11,Product_11,143,10.15,0.0,1447.64,USA,3.643,313.14
2024-05-12,12,Product_12,113,11.89,0.0,1344.98,USA,3.643,313.14
2024-05-12,13,Product_13,163,10.84,0.0,1770.5,USA,3.643,313.14
2024-05-12,14,Product_14,138,11.81,0.0,1635.22,USA,3.643,313.14
2024-05-12,15,Product_15,114,11.57,0.0,1313.63,USA,3.643,313.14
2024-05-12,16,Product_16,107,10.36,20.0,887.76,USA,3.643,313.14
2024-05-12,17,Product_17,131,11.42,0.0,1492.61,USA,3.643,313.14
2024-05-12,18,Product_18,163,11.37,10.0,1670.5,USA,3.643,313.14
2024-05-12,19,Product_19,129,10.66,0.0,1372.03,USA,3.643,313.14
2024-05-12,20,Product_20,179,10.82,0.0,1941.9,USA,3.643,313.14
2024-05-12,21,Product_21,131,11.06,0.0,1446.73,USA,3.643,313.14
2024-05-12,22,Product_22,153,11.51,0.0,1764.3,USA,3.643,313.14
2024-05-12,23,Product_23,133,11.41,20.0,1217.29,USA,3.643,313.14
2024-05-12,24,Product_24,116,11.43,0.0,1320.89,USA,3.643,313.14
2024-05-12,25,Product_25,132,11.21,0.0,1480.44,USA,3.643,313.14
2024-05-12,26,Product_26,151,10.43,0.0,1570.91,USA,3.643,313.14
2024-05-12,27,Product_27,119,10.61,0.0,1263.74,USA,3.643,313.14
2024-05-12,28,Product_28,116,11.14,0.0,1294.79,USA,3.643,313.14
2024-05-12,29,Product_29,162,11.11,0.0,1802.35,USA,3.643,313.14
2024-05-12,30,Product_30,105,11.48,0.0,1202.85,USA,3.643,313.14
2024-05-12,31,Product_31,107,11.54,0.0,1238.8,USA,3.643,313.14
2024-05-12,32,Product_32,134,10.54,0.0,1407.62,USA,3.643,313.14
2024-05-12,33,Product_33,116,11.75,10.0,1223.9,USA,3.643,313.14
2024-05-12,34,Product_34,155,10.38,20.0,1283.72,USA,3.643,313.14
2024-05-12,35,Product_35,98,10.2,10.0,896.0,USA,3.643,313.14
2024-05-12,36,Product_36,124,10.32,0.0,1282.35,USA,3.643,313.14
2024-05-12,37,Product_37,105,10.26,0.0,1078.92,USA,3.643,313.14
2024-05-12,38,Product_38,119,10.64,20.0,1015.06,USA,3.643,313.14
2024-05-12,39,Product_39,135,11.03,0.0,1483.57,USA,3.643,313.14
2024-05-12,40,Product_40,152,10.03,0.0,1525.05,USA,3.643,313.14
2024-05-12,41,Product_41,138,10.28,0.0,1416.52,USA,3.643,313.14
2024-05-12,42,Product_42,113,10.33,20.0,935.42,USA,3.643,313.14
2024-05-12,43,Product_43,102,11.52,0.0,1177.45,USA,3.643,313.14
2024-05-12,44,Product_44,100,11.97,0.0,1202.02,USA,3.643,313.14
2024-05-12,45,Product_45,122,11.07,0.0,1355.57,USA,3.643,313.14
2024-05-12,46,Product_46,162,11.83,0.0,1920.31,USA,3.643,313.14
2024-05-12,47,Product_47,106,10.61,0.0,1120.25,USA,3.643,313.14
2024-05-12,48,Product_48,144,10.13,0.0,1457.11,USA,3.643,313.14
2024-05-12,49,Product_49,122,10.62,0.0,1299.81,USA,3.643,313.14
2024-05-12,50,Product_50,144,11.82,10.0,1527.99,USA,3.643,313.14
2024-05-19,1,Product_1,155,11.64,10.0,1619.93,USA,3.608,313.14
2024-05-19,2,Product_2,135,11.79,20.0,1275.16,USA,3.608,313.14
2024-05-19,3,Product_3,130,10.49,0.0,1366.72,USA,3.608,313.14
2024-05-19,4,Product_4,125,11.36,0.0,1423.08,USA,3.608,313.14
2024-05-19,5,Product_5,140,11.25,0.0,1577.4,USA,3.608,313.14
2024-05-19,6,Product_6,112,11.76,0.0,1319.86,USA,3.608,313.14
2024-05-19,7,Product_7,161,10.01,10.0,1452.77,USA,3.608,313.14
2024-05-19,8,Product_8,78,11.28,0.0,885.21,USA,3.608,313.14
2024-05-19,9,Product_9,130,10.44,0.0,1358.23,USA,3.608,313.14
2024-05-19,10,Product_10,126,10.95,10.0,1240.56,USA,3.608,313.14
2024-05-19,11,Product_11,188,10.52,0.0,1976.68,USA,3.608,313.14
2024-05-19,12,Product_12,96,10.83,0.0,1034.74,USA,3.608,313.14
2024-05-19,13,Product_13,112,10.7,10.0,1079.18,USA,3.608,313.14
2024-05-19,14,Product_14,138,11.14,20.0,1231.89,USA,3.608,313.14
2024-05-19,15,Product_15,119,10.67,20.0,1011.84,USA,3.608,313.14
2024-05-19,16,Product_16,144,10.48,0.0,1506.53,USA,3.608,313.14
2024-05-19,17,Product_17,120,11.83,20.0,1134.08,USA,3.608,313.14
2024-05-19,18,Product_18,174,11.35,10.0,1777.32,USA,3.608,313.14
2024-05-19,19,Product_19,143,11.01,0.0,1570.13,USA,3.608,313.14
2024-05-19,20,Product_20,142,11.42,0.0,1617.83,USA,3.608,313.14
2024-05-19,21,Product_21,175,11.9,20.0,1664.35,USA,3.608,313.14
2024-05-19,22,Product_22,95,11.82,20.0,897.5,USA,3.608,313.14
2024-05-19,23,Product_23,137,10.04,0.0,1373.97,USA,3.608,313.14
2024-05-19,24,Product_24,135,11.07,0.0,1494.67,USA,3.608,313.14
2024-05-19,25,Product_25,155,10.81,0.0,1671.83,USA,3.608,313.14
2024-05-19,26,Product_26,87,10.76,10.0,846.21,USA,3.608,313.14
2024-05-19,27,Product_27,113,10.63,0.0,1197.66,USA,3.608,313.14
2024-05-19,28,Product_28,116,11.27,0.0,1303.82,USA,3.608,313.14
2024-05-19,29,Product_29,89,11.1,0.0,984.92,USA,3.608,313.14
2024-05-19,30,Product_30,162,10.18,0.0,1649.99,USA,3.608,313.14
2024-05-19,31,Product_31,114,11.11,10.0,1141.1,USA,3.608,313.14
2024-05-19,32,Product_32,90,11.93,20.0,858.84,USA,3.608,313.14
2024-05-19,33,Product_33,104,11.86,0.0,1231.7,USA,3.608,313.14
2024-05-19,34,Product_34,110,11.75,10.0,1158.44,USA,3.608,313.14
2024-05-19,35,Product_35,92,11.08,10.0,918.09,USA,3.608,313.14
2024-05-19,36,Product_36,139,10.06,20.0,1118.14,USA,3.608,313.14
2024-05-19,37,Product_37,131,10.94,0.0,1432.55,USA,3.608,313.14
2024-05-19,38,Product_38,116,11.07,0.0,1280.06,USA,3.608,313.14
2024-05-19,39,Product_39,94,11.0,10.0,932.26,USA,3.608,313.14
2024-05-19,40,Product_40,96,10.56,0.0,1009.59,USA,3.608,313.14
2024-05-19,41,Product_41,150,11.99,0.0,1802.16,USA,3.608,313.14
2024-05-19,42,Product_42,128,10.12,0.0,1294.98,USA,3.608,313.14
2024-05-19,43,Product_43,104,11.83,0.0,1234.53,USA,3.608,313.14
2024-05-19,44,Product_44,153,11.45,0.0,1752.22,USA,3.608,313.14
2024-05-19,45,Product_45,96,11.74,0.0,1128.98,USA,3.608,313.14
2024-05-19,46,Product_46,128,10.78,0.0,1375.44,USA,3.608,313.14
2024-05-19,47,Product_47,109,10.77,0.0,1177.74,USA,3.608,313.14
2024-05-19,48,Product_48,112,10.65,10.0,1074.07,USA,3.608,313.14
2024-05-19,49,Product_49,92,11.34,0.0,1047.91,USA,3.608,313.14
2024-05-19,50,Product_50,108,10.17,10.0,988.25,USA,3.608,313.14
2024-05-26,1,Product_1,140,11.07,10.0,1393.44,USA,3.584,313.14
2024-05-26,2,Product_2,109,10.62,0.0,1162.56,USA,3.584,313.14
2024-05-26,3,Product_3,143,11.47,10.0,1477.21,USA,3.584,313.14
2024-05-26,4,Product_4,115,10.78,0.0,1236.07,USA,3.584,313.14
2024-05-26,5,Product_5,116,11.86,10.0,1240.99,USA,3.584,313.14
2024-05-26,6,Product_6,75,11.97,0.0,901.88,USA,3.584,313.14
2024-05-26,7,Product_7,162,11.99,0.0,1942.57,USA,3.584,313.14
2024-05-26,8,Product_8,87,11.19,0.0,973.68,USA,3.584,313.14
2024-05-26,9,Product_9,141,11.54,0.0,1623.6,USA,3.584,313.14
2024-05-26,10,Product_10,118,11.92,0.0,1409.98,USA,3.584,313.14
2024-05-26,11,Product_11,101,11.86,10.0,1073.0,USA,3.584,313.14
2024-05-26,12,Product_12,137,10.3,0.0,1413.55,USA,3.584,313.14
2024-05-26,13,Product_13,112,10.82,0.0,1212.44,USA,3.584,313.14
2024-05-26,14,Product_14,169,10.81,0.0,1828.69,USA,3.584,313.14
2024-05-26,15,Product_15,148,10.89,0.0,1608.69,USA,3.584,313.14
2024-05-26,16,Product_16,91,10.16,0.0,921.73,USA,3.584,313.14
2024-05-26,17,Product_17,127,11.13,10.0,1275.0,USA,3.584,313.14
2024-05-26,18,Product_18,152,10.86,0.0,1645.3,USA,3.584,313.14
2024-05-26,19,Product_19,140,10.19,20.0,1142.83,USA,3.584,313.14
2024-05-26,20,Product_20,58,10.95,0.0,639.19,USA,3.584,313.14
2024-05-26,21,Product_21,144,10.56,0.0,1516.44,USA,3.584,313.14
2024-05-26,22,Product_22,169,10.19,20.0,1380.77,USA,3.584,313.14
2024-05-26,23,Product_23,109,11.1,0.0,1209.2,USA,3.584,313.14
2024-05-26,24,Product_24,109,10.84,0.0,1177.74,USA,3.584,313.14
2024-05-26,25,Product_25,142,11.2,0.0,1590.68,USA,3.584,313.14
2024-05-26,26,Product_26,155,10.85,20.0,1347.95,USA,3.584,313.14
2024-05-26,27,Product_27,120,11.89,0.0,1424.96,USA,3.584,313.14
2024-05-26,28,Product_28,103,10.79,0.0,1107.46,USA,3.584,313.14
2024-05-26,29,Product_29,134,10.9,0.0,1461.06,USA,3.584,313.14
2024-05-26,30,Product_30,150,10.44,0.0,1564.72,USA,3.584,313.14
2024-05-26,31,Product_31,107,10.76,20.0,922.45,USA,3.584,313.14
2024-05-26,32,Product_32,138,10.38,0.0,1431.86,USA,3.584,313.14
2024-05-26,33,Product_33,114,11.62,0.0,1328.6,USA,3.584,313.14
2024-05-26,34,Product_34,144,10.06,0.0,1448.32,USA,3.584,313.14
2024-05-26,35,Product_35,107,10.16,0.0,1083.98,USA,3.584,313.14
2024-05-26,36,Product_36,132,11.47,10.0,1361.62,USA,3.584,313.14
2024-05-26,37,Product_37,142,11.64,0.0,1649.17,USA,3.584,313.14
2024-05-26,38,Product_38,128,11.05,0.0,1416.43,USA,3.584,313.14
2024-05-26,39,Product_39,143,11.72,10.0,1503.26,USA,3.584,313.14
2024-05-26,40,Product_40,108,11.76,0.0,1269.73,USA,3.584,313.14
2024-05-26,41,Product_41,116,10.19,10.0,1066.41,USA,3.584,313.14
2024-05-26,42,Product_42,136,11.35,0.0,1547.61,USA,3.584,313.14
2024-05-26,43,Product_43,140,10.01,10.0,1263.06,USA,3.584,313.14
2024-05-26,44,Product_44,133,11.42,0.0,1524.15,USA,3.584,313.14
2024-05-26,45,Product_45,105,11.08,0.0,1160.9,USA,3.584,313.14
2024-05-26,46,Product_46,153,11.2,10.0,1540.51,USA,3.584,313.14
2024-05-26,47,Product_47,132,10.98,10.0,1303.46,USA,3.584,313.14
2024-05-26,48,Product_48,129,10.53,20.0,1090.51,USA,3.584,313.14
2024-05-26,49,Product_49,146,10.46,0.0,1522.08,USA,3.584,313.14
2024-05-26,50,Product_50,158,11.44,20.0,1443.18,USA,3.584,313.14
2024-06-02,1,Product_1,90,10.6,0.0,955.96,USA,3.577,313.131
